WARNING - METER - No observers have been added to this run
INFO - METER - Running command 'main'
INFO - METER - Started
/home/crk/miniconda3/envs/ExAi/lib/python3.10/site-packages/huggingface_hub/file_download.py:1142: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
Some weights of RobertaModel were not initialized from the model checkpoint at roberta-base and are newly initialized: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
HEREEEE
Load 3303 data from split(s) valid.
Load 3303 data from split(s) valid.

  0%|          | 0/3303 [00:00<?, ?it/s]/home/crk/miniconda3/envs/ExAi/lib/python3.10/site-packages/transformers/modeling_utils.py:881: FutureWarning: The `device` argument is deprecated and will be removed in v5 of Transformers.
  warnings.warn(

Text+: 0.0 | Text-: 0.0 | Image+: 100.0 | Image-: 100.0:   0%|          | 0/3303 [00:04<?, ?it/s]
Text+: 0.0 | Text-: 0.0 | Image+: 100.0 | Image-: 100.0:   0%|          | 1/3303 [00:05<4:49:09,  5.25s/it]
Text+: 0.0 | Text-: 0.0 | Image+: 50.0 | Image-: 50.0:   0%|          | 1/3303 [00:09<4:49:09,  5.25s/it]  
Text+: 0.0 | Text-: 0.0 | Image+: 50.0 | Image-: 50.0:   0%|          | 2/3303 [00:10<4:35:45,  5.01s/it]
Text+: 0.0 | Text-: 0.0 | Image+: 33.33 | Image-: 33.33:   0%|          | 2/3303 [00:14<4:35:45,  5.01s/it]
Text+: 0.0 | Text-: 0.0 | Image+: 33.33 | Image-: 33.33:   0%|          | 3/3303 [00:14<4:30:23,  4.92s/it]
Text+: 0.0 | Text-: 0.0 | Image+: 50.0 | Image-: 50.0:   0%|          | 3/3303 [00:19<4:30:23,  4.92s/it]  
Text+: 0.0 | Text-: 0.0 | Image+: 50.0 | Image-: 50.0:   0%|          | 4/3303 [00:19<4:26:50,  4.85s/it]
Text+: 0.0 | Text-: 0.0 | Image+: 40.0 | Image-: 40.0:   0%|          | 4/3303 [00:24<4:26:50,  4.85s/it]
Text+: 0.0 | Text-: 0.0 | Image+: 40.0 | Image-: 40.0:   0%|          | 5/3303 [00:24<4:25:00,  4.82s/it]
Text+: 5.0 | Text-: 5.0 | Image+: 50.0 | Image-: 50.0:   0%|          | 5/3303 [00:28<4:25:00,  4.82s/it]
Text+: 5.0 | Text-: 5.0 | Image+: 50.0 | Image-: 50.0:   0%|          | 6/3303 [00:29<4:26:28,  4.85s/it]
Text+: 4.29 | Text-: 4.29 | Image+: 57.14 | Image-: 57.14:   0%|          | 6/3303 [00:33<4:26:28,  4.85s/it]
Text+: 1.76 | Text-: 1.76 | Image+: 52.35 | Image-: 52.35:   0%|          | 16/3303 [01:18<3:55:42,  4.30s/it]
Text+: 1.76 | Text-: 1.76 | Image+: 52.35 | Image-: 52.35:   1%|          | 17/3303 [01:19<3:49:16,  4.19s/it]
Text+: 1.67 | Text-: 1.67 | Image+: 55.0 | Image-: 55.0:   1%|          | 17/3303 [01:22<3:49:16,  4.19s/it]  
Text+: 1.67 | Text-: 1.67 | Image+: 55.0 | Image-: 55.0:   1%|          | 18/3303 [01:23<3:42:37,  4.07s/it]
Text+: 1.58 | Text-: 1.58 | Image+: 52.11 | Image-: 52.11:   1%|          | 18/3303 [01:26<3:42:37,  4.07s/it]
Text+: 1.58 | Text-: 1.58 | Image+: 52.11 | Image-: 52.11:   1%|          | 19/3303 [01:27<3:44:35,  4.10s/it]
Text+: 1.5 | Text-: 1.5 | Image+: 49.5 | Image-: 49.5:   1%|          | 19/3303 [01:31<3:44:35,  4.10s/it]    
Text+: 1.5 | Text-: 1.5 | Image+: 49.5 | Image-: 49.5:   1%|          | 20/3303 [01:32<3:54:48,  4.29s/it]
Text+: 1.43 | Text-: 1.43 | Image+: 47.14 | Image-: 47.14:   1%|          | 20/3303 [01:36<3:54:48,  4.29s/it]
Text+: 1.43 | Text-: 1.43 | Image+: 47.14 | Image-: 47.14:   1%|          | 21/3303 [01:36<4:01:23,  4.41s/it]
Text+: 1.36 | Text-: 1.36 | Image+: 45.0 | Image-: 45.0:   1%|          | 21/3303 [01:41<4:01:23,  4.41s/it]  
Text+: 1.36 | Text-: 1.36 | Image+: 45.0 | Image-: 45.0:   1%|          | 22/3303 [01:41<4:08:10,  4.54s/it]
Text+: 1.3 | Text-: 1.3 | Image+: 43.04 | Image-: 43.04:   1%|          | 22/3303 [01:45<4:08:10,  4.54s/it]
Text+: 1.3 | Text-: 1.3 | Image+: 43.04 | Image-: 43.04:   1%|          | 23/3303 [01:46<4:11:21,  4.60s/it]
Text+: 1.25 | Text-: 1.25 | Image+: 45.42 | Image-: 45.42:   1%|          | 23/3303 [01:50<4:11:21,  4.60s/it]
Text+: 1.25 | Text-: 1.25 | Image+: 45.42 | Image-: 45.42:   1%|          | 24/3303 [01:50<4:11:03,  4.59s/it]
Text+: 1.2 | Text-: 1.2 | Image+: 43.6 | Image-: 43.6:   1%|          | 24/3303 [01:55<4:11:03,  4.59s/it]    
Text+: 1.2 | Text-: 1.2 | Image+: 43.6 | Image-: 43.6:   1%|          | 25/3303 [01:55<4:10:48,  4.59s/it]
Text+: 1.15 | Text-: 1.15 | Image+: 43.08 | Image-: 43.08:   1%|          | 25/3303 [01:59<4:10:48,  4.59s/it]
Text+: 1.15 | Text-: 1.15 | Image+: 43.08 | Image-: 43.08:   1%|          | 26/3303 [01:59<4:09:40,  4.57s/it]
Text+: 1.11 | Text-: 1.11 | Image+: 41.48 | Image-: 41.48:   1%|          | 26/3303 [02:04<4:09:40,  4.57s/it]
Text+: 1.11 | Text-: 1.11 | Image+: 41.48 | Image-: 41.48:   1%|          | 27/3303 [02:04<4:10:49,  4.59s/it]
Text+: 1.07 | Text-: 1.07 | Image+: 43.57 | Image-: 43.57:   1%|          | 27/3303 [02:09<4:10:49,  4.59s/it]
Text+: 1.07 | Text-: 1.07 | Image+: 43.57 | Image-: 43.57:   1%|          | 28/3303 [02:09<4:15:39,  4.68s/it]
Text+: 4.48 | Text-: 4.48 | Image+: 42.07 | Image-: 42.07:   1%|          | 28/3303 [02:13<4:15:39,  4.68s/it]
Text+: 4.48 | Text-: 4.48 | Image+: 42.07 | Image-: 42.07:   1%|          | 29/3303 [02:14<4:15:24,  4.68s/it]
Text+: 4.33 | Text-: 4.33 | Image+: 44.0 | Image-: 44.0:   1%|          | 29/3303 [02:18<4:15:24,  4.68s/it]  
Text+: 4.33 | Text-: 4.33 | Image+: 44.0 | Image-: 44.0:   1%|          | 30/3303 [02:18<4:15:40,  4.69s/it]
Text+: 4.19 | Text-: 4.19 | Image+: 45.81 | Image-: 45.81:   1%|          | 30/3303 [02:23<4:15:40,  4.69s/it]
Text+: 4.19 | Text-: 4.19 | Image+: 45.81 | Image-: 45.81:   1%|          | 31/3303 [02:23<4:13:27,  4.65s/it]
Text+: 4.06 | Text-: 4.06 | Image+: 45.31 | Image-: 45.31:   1%|          | 31/3303 [02:27<4:13:27,  4.65s/it]
Text+: 4.06 | Text-: 4.06 | Image+: 45.31 | Image-: 45.31:   1%|          | 32/3303 [02:28<4:14:07,  4.66s/it]
Text+: 3.94 | Text-: 3.94 | Image+: 43.94 | Image-: 43.94:   1%|          | 32/3303 [02:32<4:14:07,  4.66s/it]
Text+: 3.94 | Text-: 3.94 | Image+: 43.94 | Image-: 43.94:   1%|          | 33/3303 [02:32<4:14:48,  4.68s/it]
Text+: 3.82 | Text-: 3.82 | Image+: 45.29 | Image-: 45.29:   1%|          | 33/3303 [02:37<4:14:48,  4.68s/it]
Text+: 3.82 | Text-: 3.82 | Image+: 45.29 | Image-: 45.29:   1%|          | 34/3303 [02:37<4:16:43,  4.71s/it]
Text+: 3.71 | Text-: 3.71 | Image+: 44.0 | Image-: 44.0:   1%|          | 34/3303 [02:42<4:16:43,  4.71s/it]  
Text+: 3.71 | Text-: 3.71 | Image+: 44.0 | Image-: 44.0:   1%|          | 35/3303 [02:42<4:19:35,  4.77s/it]
Text+: 3.61 | Text-: 3.61 | Image+: 42.78 | Image-: 42.78:   1%|          | 35/3303 [02:46<4:19:35,  4.77s/it]
Text+: 3.61 | Text-: 3.61 | Image+: 42.78 | Image-: 42.78:   1%|          | 36/3303 [02:47<4:25:19,  4.87s/it]
Text+: 3.51 | Text-: 3.51 | Image+: 41.62 | Image-: 41.62:   1%|          | 36/3303 [02:52<4:25:19,  4.87s/it]
Text+: 3.51 | Text-: 3.51 | Image+: 41.62 | Image-: 41.62:   1%|          | 37/3303 [02:52<4:24:43,  4.86s/it]
Text+: 3.42 | Text-: 3.42 | Image+: 40.53 | Image-: 40.53:   1%|          | 37/3303 [02:56<4:24:43,  4.86s/it]
Text+: 3.42 | Text-: 3.42 | Image+: 40.53 | Image-: 40.53:   1%|          | 38/3303 [02:57<4:27:01,  4.91s/it]
Text+: 3.33 | Text-: 3.33 | Image+: 39.49 | Image-: 39.49:   1%|          | 38/3303 [03:01<4:27:01,  4.91s/it]
Text+: 3.33 | Text-: 3.33 | Image+: 39.49 | Image-: 39.49:   1%|          | 39/3303 [03:02<4:28:18,  4.93s/it]
Text+: 3.25 | Text-: 3.25 | Image+: 38.5 | Image-: 38.5:   1%|          | 39/3303 [03:07<4:28:18,  4.93s/it]  
Text+: 3.25 | Text-: 3.25 | Image+: 38.5 | Image-: 38.5:   1%|          | 40/3303 [03:07<4:28:42,  4.94s/it]
Text+: 3.17 | Text-: 3.17 | Image+: 39.02 | Image-: 39.02:   1%|          | 40/3303 [03:11<4:28:42,  4.94s/it]
Text+: 3.17 | Text-: 3.17 | Image+: 39.02 | Image-: 39.02:   1%|          | 41/3303 [03:12<4:24:59,  4.87s/it]
Text+: 3.1 | Text-: 3.1 | Image+: 38.1 | Image-: 38.1:   1%|          | 41/3303 [03:16<4:24:59,  4.87s/it]    
Text+: 3.1 | Text-: 3.1 | Image+: 38.1 | Image-: 38.1:   1%|▏         | 42/3303 [03:16<4:24:09,  4.86s/it]
Text+: 3.02 | Text-: 3.02 | Image+: 37.21 | Image-: 37.21:   1%|▏         | 42/3303 [03:21<4:24:09,  4.86s/it]
Text+: 3.02 | Text-: 3.02 | Image+: 37.21 | Image-: 37.21:   1%|▏         | 43/3303 [03:21<4:19:51,  4.78s/it]
Text+: 2.95 | Text-: 2.95 | Image+: 36.36 | Image-: 36.36:   1%|▏         | 43/3303 [03:25<4:19:51,  4.78s/it]
Text+: 2.95 | Text-: 2.95 | Image+: 36.36 | Image-: 36.36:   1%|▏         | 44/3303 [03:26<4:17:50,  4.75s/it]
Text+: 2.89 | Text-: 2.89 | Image+: 35.56 | Image-: 35.56:   1%|▏         | 44/3303 [03:30<4:17:50,  4.75s/it]
Text+: 2.89 | Text-: 2.89 | Image+: 35.56 | Image-: 35.56:   1%|▏         | 45/3303 [03:31<4:19:04,  4.77s/it]
Text+: 2.83 | Text-: 2.83 | Image+: 34.78 | Image-: 34.78:   1%|▏         | 45/3303 [03:35<4:19:04,  4.77s/it]
Text+: 2.83 | Text-: 2.83 | Image+: 34.78 | Image-: 34.78:   1%|▏         | 46/3303 [03:35<4:21:06,  4.81s/it]
Text+: 2.77 | Text-: 2.77 | Image+: 34.04 | Image-: 34.04:   1%|▏         | 46/3303 [03:40<4:21:06,  4.81s/it]
Text+: 2.77 | Text-: 2.77 | Image+: 34.04 | Image-: 34.04:   1%|▏         | 47/3303 [03:40<4:21:19,  4.82s/it]
Text+: 2.71 | Text-: 2.71 | Image+: 35.42 | Image-: 35.42:   1%|▏         | 47/3303 [03:45<4:21:19,  4.82s/it]
Text+: 2.71 | Text-: 2.71 | Image+: 35.42 | Image-: 35.42:   1%|▏         | 48/3303 [03:45<4:21:24,  4.82s/it]
Text+: 2.65 | Text-: 2.65 | Image+: 36.73 | Image-: 36.73:   1%|▏         | 48/3303 [03:49<4:21:24,  4.82s/it]
Text+: 2.65 | Text-: 2.65 | Image+: 36.73 | Image-: 36.73:   1%|▏         | 49/3303 [03:50<4:16:40,  4.73s/it]
Text+: 2.6 | Text-: 2.6 | Image+: 38.0 | Image-: 38.0:   1%|▏         | 49/3303 [03:54<4:16:40,  4.73s/it]    
Text+: 2.6 | Text-: 2.6 | Image+: 38.0 | Image-: 38.0:   2%|▏         | 50/3303 [03:54<4:14:08,  4.69s/it]
Text+: 2.55 | Text-: 2.55 | Image+: 37.25 | Image-: 37.25:   2%|▏         | 50/3303 [03:59<4:14:08,  4.69s/it]
Text+: 2.55 | Text-: 2.55 | Image+: 37.25 | Image-: 37.25:   2%|▏         | 51/3303 [03:59<4:12:32,  4.66s/it]
Text+: 2.5 | Text-: 2.5 | Image+: 36.54 | Image-: 36.54:   2%|▏         | 51/3303 [04:03<4:12:32,  4.66s/it]  
Text+: 2.5 | Text-: 2.5 | Image+: 36.54 | Image-: 36.54:   2%|▏         | 52/3303 [04:04<4:17:14,  4.75s/it]
Text+: 2.45 | Text-: 2.45 | Image+: 35.85 | Image-: 35.85:   2%|▏         | 52/3303 [04:08<4:17:14,  4.75s/it]
Text+: 2.45 | Text-: 2.45 | Image+: 35.85 | Image-: 35.85:   2%|▏         | 53/3303 [04:09<4:17:10,  4.75s/it]
Text+: 2.41 | Text-: 2.41 | Image+: 35.19 | Image-: 35.19:   2%|▏         | 53/3303 [04:13<4:17:10,  4.75s/it]
Text+: 2.41 | Text-: 2.41 | Image+: 35.19 | Image-: 35.19:   2%|▏         | 54/3303 [04:13<4:15:27,  4.72s/it]
Text+: 2.36 | Text-: 2.36 | Image+: 36.36 | Image-: 36.36:   2%|▏         | 54/3303 [04:18<4:15:27,  4.72s/it]
Text+: 2.36 | Text-: 2.36 | Image+: 36.36 | Image-: 36.36:   2%|▏         | 55/3303 [04:18<4:17:52,  4.76s/it]
Text+: 2.32 | Text-: 2.32 | Image+: 35.71 | Image-: 35.71:   2%|▏         | 55/3303 [04:22<4:17:52,  4.76s/it]
Text+: 2.32 | Text-: 2.32 | Image+: 35.71 | Image-: 35.71:   2%|▏         | 56/3303 [04:23<4:16:14,  4.74s/it]
Text+: 2.28 | Text-: 2.28 | Image+: 36.84 | Image-: 36.84:   2%|▏         | 56/3303 [04:27<4:16:14,  4.74s/it]
Text+: 2.28 | Text-: 2.28 | Image+: 36.84 | Image-: 36.84:   2%|▏         | 57/3303 [04:28<4:17:37,  4.76s/it]
Text+: 2.24 | Text-: 2.24 | Image+: 36.21 | Image-: 36.21:   2%|▏         | 57/3303 [04:32<4:17:37,  4.76s/it]
Text+: 2.24 | Text-: 2.24 | Image+: 36.21 | Image-: 36.21:   2%|▏         | 58/3303 [04:32<4:17:57,  4.77s/it]
Text+: 2.2 | Text-: 2.2 | Image+: 35.59 | Image-: 35.59:   2%|▏         | 58/3303 [04:37<4:17:57,  4.77s/it]  
Text+: 2.2 | Text-: 2.2 | Image+: 35.59 | Image-: 35.59:   2%|▏         | 59/3303 [04:37<4:17:21,  4.76s/it]
Text+: 2.17 | Text-: 2.17 | Image+: 36.0 | Image-: 36.0:   2%|▏         | 59/3303 [04:41<4:17:21,  4.76s/it]
Text+: 2.17 | Text-: 2.17 | Image+: 36.0 | Image-: 36.0:   2%|▏         | 60/3303 [04:42<4:18:40,  4.79s/it]
Text+: 2.13 | Text-: 2.13 | Image+: 37.05 | Image-: 37.05:   2%|▏         | 60/3303 [04:46<4:18:40,  4.79s/it]
Text+: 2.13 | Text-: 2.13 | Image+: 37.05 | Image-: 37.05:   2%|▏         | 61/3303 [04:47<4:19:12,  4.80s/it]
Text+: 2.1 | Text-: 2.1 | Image+: 37.42 | Image-: 37.42:   2%|▏         | 61/3303 [04:51<4:19:12,  4.80s/it]  
Text+: 2.1 | Text-: 2.1 | Image+: 37.42 | Image-: 37.42:   2%|▏         | 62/3303 [04:52<4:18:50,  4.79s/it]
Text+: 2.06 | Text-: 2.06 | Image+: 36.83 | Image-: 36.83:   2%|▏         | 62/3303 [04:56<4:18:50,  4.79s/it]
Text+: 2.06 | Text-: 2.06 | Image+: 36.83 | Image-: 36.83:   2%|▏         | 63/3303 [04:56<4:19:00,  4.80s/it]
Text+: 3.59 | Text-: 3.59 | Image+: 36.25 | Image-: 36.25:   2%|▏         | 63/3303 [05:01<4:19:00,  4.80s/it]
Text+: 3.59 | Text-: 3.59 | Image+: 36.25 | Image-: 36.25:   2%|▏         | 64/3303 [05:01<4:16:10,  4.75s/it]
Text+: 3.54 | Text-: 3.54 | Image+: 35.69 | Image-: 35.69:   2%|▏         | 64/3303 [05:05<4:16:10,  4.75s/it]
Text+: 3.54 | Text-: 3.54 | Image+: 35.69 | Image-: 35.69:   2%|▏         | 65/3303 [05:06<4:14:57,  4.72s/it]
Text+: 3.48 | Text-: 3.48 | Image+: 36.67 | Image-: 36.67:   2%|▏         | 65/3303 [05:10<4:14:57,  4.72s/it]
Text+: 3.48 | Text-: 3.48 | Image+: 36.67 | Image-: 36.67:   2%|▏         | 66/3303 [05:10<4:15:24,  4.73s/it]
Text+: 3.43 | Text-: 3.43 | Image+: 37.61 | Image-: 37.61:   2%|▏         | 66/3303 [05:15<4:15:24,  4.73s/it]
Text+: 3.43 | Text-: 3.43 | Image+: 37.61 | Image-: 37.61:   2%|▏         | 67/3303 [05:15<4:13:22,  4.70s/it]
Text+: 3.38 | Text-: 3.38 | Image+: 38.53 | Image-: 38.53:   2%|▏         | 67/3303 [05:19<4:13:22,  4.70s/it]
Text+: 3.38 | Text-: 3.38 | Image+: 38.53 | Image-: 38.53:   2%|▏         | 68/3303 [05:20<4:16:20,  4.75s/it]
Text+: 3.33 | Text-: 3.33 | Image+: 39.42 | Image-: 39.42:   2%|▏         | 68/3303 [05:24<4:16:20,  4.75s/it]
Text+: 3.33 | Text-: 3.33 | Image+: 39.42 | Image-: 39.42:   2%|▏         | 69/3303 [05:25<4:19:37,  4.82s/it]
Text+: 3.29 | Text-: 3.29 | Image+: 38.86 | Image-: 38.86:   2%|▏         | 69/3303 [05:29<4:19:37,  4.82s/it]
Text+: 3.29 | Text-: 3.29 | Image+: 38.86 | Image-: 38.86:   2%|▏         | 70/3303 [05:30<4:19:25,  4.81s/it]
Text+: 3.24 | Text-: 3.24 | Image+: 38.31 | Image-: 38.31:   2%|▏         | 70/3303 [05:34<4:19:25,  4.81s/it]
Text+: 3.24 | Text-: 3.24 | Image+: 38.31 | Image-: 38.31:   2%|▏         | 71/3303 [05:34<4:17:18,  4.78s/it]
Text+: 3.19 | Text-: 3.19 | Image+: 37.78 | Image-: 37.78:   2%|▏         | 71/3303 [05:39<4:17:18,  4.78s/it]
Text+: 3.19 | Text-: 3.19 | Image+: 37.78 | Image-: 37.78:   2%|▏         | 72/3303 [05:39<4:16:37,  4.77s/it]
Text+: 3.15 | Text-: 3.15 | Image+: 37.26 | Image-: 37.26:   2%|▏         | 72/3303 [05:43<4:16:37,  4.77s/it]
Text+: 3.15 | Text-: 3.15 | Image+: 37.26 | Image-: 37.26:   2%|▏         | 73/3303 [05:44<4:14:39,  4.73s/it]
Text+: 3.11 | Text-: 3.11 | Image+: 38.11 | Image-: 38.11:   2%|▏         | 73/3303 [05:48<4:14:39,  4.73s/it]
Text+: 3.11 | Text-: 3.11 | Image+: 38.11 | Image-: 38.11:   2%|▏         | 74/3303 [05:48<4:13:00,  4.70s/it]
Text+: 4.4 | Text-: 4.4 | Image+: 37.6 | Image-: 37.6:   2%|▏         | 74/3303 [05:53<4:13:00,  4.70s/it]    
Text+: 4.4 | Text-: 4.4 | Image+: 37.6 | Image-: 37.6:   2%|▏         | 75/3303 [05:53<4:11:37,  4.68s/it]
Text+: 4.34 | Text-: 4.34 | Image+: 37.5 | Image-: 37.5:   2%|▏         | 75/3303 [05:57<4:11:37,  4.68s/it]
Text+: 4.34 | Text-: 4.34 | Image+: 37.5 | Image-: 37.5:   2%|▏         | 76/3303 [05:58<4:14:51,  4.74s/it]
Text+: 5.58 | Text-: 5.58 | Image+: 37.01 | Image-: 37.01:   2%|▏         | 76/3303 [06:02<4:14:51,  4.74s/it]
Text+: 5.58 | Text-: 5.58 | Image+: 37.01 | Image-: 37.01:   2%|▏         | 77/3303 [06:03<4:15:46,  4.76s/it]
Text+: 5.51 | Text-: 5.51 | Image+: 36.54 | Image-: 36.54:   2%|▏         | 77/3303 [06:07<4:15:46,  4.76s/it]
Text+: 5.51 | Text-: 5.51 | Image+: 36.54 | Image-: 36.54:   2%|▏         | 78/3303 [06:07<4:16:30,  4.77s/it]
Text+: 5.44 | Text-: 5.44 | Image+: 36.46 | Image-: 36.46:   2%|▏         | 78/3303 [06:12<4:16:30,  4.77s/it]
Text+: 5.44 | Text-: 5.44 | Image+: 36.46 | Image-: 36.46:   2%|▏         | 79/3303 [06:12<4:16:36,  4.78s/it]
Text+: 5.38 | Text-: 5.38 | Image+: 36.0 | Image-: 36.0:   2%|▏         | 79/3303 [06:17<4:16:36,  4.78s/it]  
Text+: 5.38 | Text-: 5.38 | Image+: 36.0 | Image-: 36.0:   2%|▏         | 80/3303 [06:17<4:15:37,  4.76s/it]
Text+: 5.31 | Text-: 5.31 | Image+: 36.79 | Image-: 36.79:   2%|▏         | 80/3303 [06:21<4:15:37,  4.76s/it]
Text+: 5.31 | Text-: 5.31 | Image+: 36.79 | Image-: 36.79:   2%|▏         | 81/3303 [06:22<4:15:02,  4.75s/it]
Text+: 5.98 | Text-: 5.98 | Image+: 36.34 | Image-: 36.34:   2%|▏         | 81/3303 [06:26<4:15:02,  4.75s/it]
Text+: 5.98 | Text-: 5.98 | Image+: 36.34 | Image-: 36.34:   2%|▏         | 82/3303 [06:26<4:14:50,  4.75s/it]
Text+: 5.9 | Text-: 5.9 | Image+: 35.9 | Image-: 35.9:   2%|▏         | 82/3303 [06:31<4:14:50,  4.75s/it]    
Text+: 5.9 | Text-: 5.9 | Image+: 35.9 | Image-: 35.9:   3%|▎         | 83/3303 [06:31<4:14:37,  4.74s/it]
Text+: 5.83 | Text-: 5.83 | Image+: 36.19 | Image-: 36.19:   3%|▎         | 83/3303 [06:36<4:14:37,  4.74s/it]
Text+: 5.83 | Text-: 5.83 | Image+: 36.19 | Image-: 36.19:   3%|▎         | 84/3303 [06:36<4:13:54,  4.73s/it]
Text+: 6.94 | Text-: 6.94 | Image+: 35.76 | Image-: 35.76:   3%|▎         | 84/3303 [06:40<4:13:54,  4.73s/it]
Text+: 6.94 | Text-: 6.94 | Image+: 35.76 | Image-: 35.76:   3%|▎         | 85/3303 [06:41<4:16:14,  4.78s/it]
